Ubigeo;Distrito;Provincia;Departamento;Poblacion;Superficie;Y;X
140728;Viñac;Yauyos;Lima;1906;165.23;-12.9311;-75.7794
140729;Vitis;Yauyos;Lima;665;101.79;-12.2236;-75.8069
140730;Hongos;Yauyos;Lima;388;103.8;-12.8108;-75.7647
140731;Madean;Yauyos;Lima;804;220.72;-12.945;-75.7775
140732;Putinza;Yauyos;Lima;489;66.44;-12.6689;-75.9494
140733;Catahuasi;Yauyos;Lima;943;123.86;-12.8003;-75.8911
140801;Huaral;Huaral;Lima;104610;640.76;-11.4914;-77.2053
140802;Atavillos Alto;Huaral;Lima;626;347.69;-11.2331;-76.6561
140803;Atavillos Bajo;Huaral;Lima;1135;164.89;-11.3533;-76.8231
140804;Aucallama;Huaral;Lima;20446;729.41;-11.5592;-77.1744
140805;Chancay;Huaral;Lima;65014;150.11;-11.5669;-77.2658
140806;Ihuari;Huaral;Lima;2344;467.67;-11.1889;-76.9519
140807;Lampian;Huaral;Lima;389;144.97;-11.2369;-76.8386
140808;Pacaraos;Huaral;Lima;385;294.04;-11.1833;-76.6464
140809;San Miguel de Acos;Huaral;Lima;777;48.16;-11.2736;-76.8214
140810;Veintisiete de Noviembre;Huaral;Lima;414;204.27;-11.1919;-76.7786
140811;Santa Cruz de Andamarca;Huaral;Lima;1469;216.92;-11.1947;-76.6336
140812;Sumbilca;Huaral;Lima;948;259.38;-11.4072;-76.8194
140901;Barranca;Barranca;Lima;73485;158.82;-10.7564;-77.7603
140902;Paramonga;Barranca;Lima;22373;408.59;-10.6742;-77.8197
140903;Pativilca;Barranca;Lima;20032;278.64;-10.6961;-77.7792
140904;Supe;Barranca;Lima;23345;512.92;-10.7992;-77.7133
140905;Supe Puerto;Barranca;Lima;11898;11.51;-10.8003;-77.7447
141001;Oyon;Oyon;Lima;15066;890.43;-10.6692;-76.7728
141002;Navan;Oyon;Lima;1235;227.16;-10.8353;-77.0122
141003;Caujul;Oyon;Lima;1076;105.5;-10.8053;-76.9786
141004;Andajes;Oyon;Lima;1058;148.18;-10.7914;-76.91
141005;Pachangara;Oyon;Lima;3485;252.05;-10.8125;-76.8744
141006;Cochamarca;Oyon;Lima;1653;265.55;-10.8617;-77.1278
150101;Iquitos;Maynas;Loreto;151072;358.15;-3.7497;-73.2619
150102;Alto Nanay;Maynas;Loreto;3064;14290.81;-3.8869;-73.7003
150103;Fernando Lores;Maynas;Loreto;20646;4476.19;-4.0064;-73.1525
150104;Las Amazonas;Maynas;Loreto;9926;6593.64;-3.4136;-72.7689
150105;Mazan;Maynas;Loreto;14057;9884.28;-3.4978;-73.1142
150106;Napo;Maynas;Loreto;16695;24049.95;-2.4936;-73.6806
150107;Putumayo;Maynas;Loreto;4341;10886.41;-2.4497;-72.6556
150108;Torres Causana;Maynas;Loreto;5238;6795.14;-0.9642;-75.1814
150110;Indiana;Maynas;Loreto;11273;3297.76;-3.4983;-73.0444
150111;Punchana;Maynas;Loreto;94201;1573.39;-3.7289;-73.2447
150112;Belen;Maynas;Loreto;77641;632.8;-3.7644;-73.2444
150113;San Juan Bautista;Maynas;Loreto;161819;3117.05;-3.7742;-73.2864
150114;Teniente Manuel Clavero;Maynas;Loreto;5926;9488.52;-0.3783;-74.6753
150201;Yurimaguas;Alto Amazonas;Loreto;74047;2187.67;-5.8944;-76.1094
150202;Balsapuerto;Alto Amazonas;Loreto;18042;2954.17;-5.8314;-76.5597
150205;Jeberos;Alto Amazonas;Loreto;5453;4253.68;-5.2939;-76.2836
150206;Lagunas;Alto Amazonas;Loreto;14584;5929.16;-5.23;-75.6775
150210;Santa Cruz;Alto Amazonas;Loreto;4535;2222.31;-5.5125;-75.8572
150211;Teniente Cesar Lopez Rojas;Alto Amazonas;Loreto;6743;1292.03;-6.0272;-75.8742
150301;Nauta;Loreto;Loreto;30631;6672.35;-4.4567;-73.5261
150302;Parinari;Loreto;Loreto;7331;12934.74;-4.56;-74.4844
150303;Tigre;Loreto;Loreto;8664;19785.7;-3.5503;-74.6903
150304;Urarinas;Loreto;Loreto;15270;15434.46;-4.5333;-74.7597
150305;Trompeteros;Loreto;Loreto;11196;12246.01;-3.8028;-75.0597
150401;Requena;Requena;Loreto;31004;3038.56;-5.0589;-73.8525
150402;Alto Tapiche;Requena;Loreto;2139;9013.8;-6.0256;-74.0908
150403;Capelo;Requena;Loreto;4564;842.37;-5.4072;-74.1592
150404;Emilio San Martin;Requena;Loreto;7637;4572.56;-5.7936;-74.2864
150405;Maquia;Requena;Loreto;8508;4792.06;-5.7892;-74.5503
150406;Puinahua;Requena;Loreto;6170;6149.49;-5.2533;-74.3433
150407;Saquena;Requena;Loreto;5025;2081.42;-4.7261;-73.5333
150408;Soplin;Requena;Loreto;707;4711.38;-6.005;-73.6911
150409;Tapiche;Requena;Loreto;1245;2014.23;-5.6644;-74.1886
150410;Jenaro Herrera;Requena;Loreto;5754;1517.43;-4.9053;-73.6728
150411;Yaquerana;Requena;Loreto;3090;10947.16;-5.1494;-72.8761
150501;Contamana;Ucayali;Loreto;28098;10675.13;-7.325;-75.0414
150502;Vargas Guerra;Ucayali;Loreto;9125;1846.49;-6.9094;-75.1594
150503;Padre Marquez;Ucayali;Loreto;7901;2475.66;-7.9444;-74.8403
150504;Pampa Hermosa;Ucayali;Loreto;11081;7346.98;-7.195;-75.2969
150505;Sarayacu;Ucayali;Loreto;16913;6303.17;-6.3958;-75.1178
150506;Inahuaya;Ucayali;Loreto;2751;646.04;-7.1164;-75.2667
150601;Ramon Castilla;Mariscal Ramon Castilla;Loreto;25020;7163.07;-3.9078;-70.5178
150602;Pebas;Mariscal Ramon Castilla;Loreto;17653;11048.35;-3.3192;-71.8631
150603;Yavari;Mariscal Ramon Castilla;Loreto;16315;13807.54;-4.3567;-70.0408
150604;San Pablo;Mariscal Ramon Castilla;Loreto;16675;5045.58;-4.0164;-71.1022
150701;Barranca;Datem del Marañon;Loreto;14043;7235.53;-4.8219;-76.5642
150702;Andoas;Datem del Marañon;Loreto;12869;11540.66;-3.475;-76.4344
150703;Cahuapanas;Datem del Marañon;Loreto;8639;4685.11;-5.2711;-76.9858
150704;Manseriche;Datem del Marañon;Loreto;10707;3493.77;-4.565;-77.4183
150705;Morona;Datem del Marañon;Loreto;13609;10776.95;-4.3247;-77.2147
150706;Pastaza;Datem del Marañon;Loreto;6496;8908.91;-4.6442;-76.5981
160101;Tambopata;Tambopata;Madre de Dios;84207;22218.56;-12.5972;-69.1875
160102;Inambari;Tambopata;Madre de Dios;10818;4256.82;-13.1;-70.3678
160103;Las Piedras;Tambopata;Madre de Dios;6101;7032.21;-12.2781;-69.1536
160104;Laberinto;Tambopata;Madre de Dios;5329;2760.9;-12.7172;-69.59
160201;Manu;Manu;Madre de Dios;3321;8166.65;-12.8381;-71.3633
160202;Fitzcarrald;Manu;Madre de Dios;1641;10955.29;-12.2678;-70.9336
160203;Madre de Dios;Manu;Madre de Dios;13835;7234.81;-12.6181;-70.3936
160204;Huepetuhe;Manu;Madre de Dios;6802;1478.42;-12.9975;-70.5336
160301;Iñapari;Tahuamanu;Madre de Dios;1659;14853.66;-10.9544;-69.5814
160302;Iberia;Tahuamanu;Madre de Dios;9486;2549.32;-11.4072;-69.4889
160303;Tahuamanu;Tahuamanu;Madre de Dios;3658;3793.9;-11.455;-69.3214
170101;Moquegua;Mariscal Nieto;Moquegua;59387;3949.04;-17.195;-70.9369
170102;Carumas;Mariscal Nieto;Moquegua;5805;2256.31;-16.8106;-70.6953
170103;Cuchumbaya;Mariscal Nieto;Moquegua;2228;67.58;-16.7525;-70.6878
170104;San Cristobal;Mariscal Nieto;Moquegua;4190;542.73;-16.7406;-70.6831
170105;Torata;Mariscal Nieto;Moquegua;5784;1793.37;-17.0767;-70.8442
170106;Samegua;Mariscal Nieto;Moquegua;6581;62.55;-17.1797;-70.9008
170201;Omate;General Sanchez Cerro;Moquegua;4661;250.64;-16.6739;-70.9719
170202;Coalaque;General Sanchez Cerro;Moquegua;1104;247.58;-16.6486;-71.0239
170203;Chojata;General Sanchez Cerro;Moquegua;2685;847.94;-16.3894;-70.7286
170204;Ichuña;General Sanchez Cerro;Moquegua;5048;1017.74;-16.1411;-70.5392
170205;La Capilla;General Sanchez Cerro;Moquegua;2326;776.04;-16.7581;-71.1767
170206;Lloque;General Sanchez Cerro;Moquegua;2087;254.45;-16.3239;-70.7381
170207;Matalaque;General Sanchez Cerro;Moquegua;1236;557.23;-16.4819;-70.8278
170208;Puquina;General Sanchez Cerro;Moquegua;2469;550.99;-16.6211;-71.1842
170209;Quinistaquillas;General Sanchez Cerro;Moquegua;1487;193.79;-16.7486;-70.8808
170210;Ubinas;General Sanchez Cerro;Moquegua;3714;874.57;-16.3856;-70.8581
170211;Yunga;General Sanchez Cerro;Moquegua;2514;110.74;-16.1964;-70.6814
170301;Ilo;Ilo;Moquegua;69079;295.51;-17.6444;-71.345
170302;El Algarrobal;Ilo;Moquegua;332;747.0;-17.6228;-71.2703
170303;Pacocha;Ilo;Moquegua;3319;338.08;-17.6161;-71.34
180101;Chaupimarca;Pasco;Pasco;25724;6.66;-10.6828;-76.2556
180103;Huachon;Pasco;Pasco;4762;846.3;-10.6378;-75.9522
180104;Huariaca;Pasco;Pasco;8278;133.07;-10.4428;-76.1889
180105;Huayllay;Pasco;Pasco;11564;1026.87;-11.0044;-76.3681
180106;Ninacaca;Pasco;Pasco;3297;508.92;-10.8617;-76.1131
180107;Pallanchacra;Pasco;Pasco;5040;73.69;-10.4147;-76.2356
180108;Paucartambo;Pasco;Pasco;25070;782.19;-10.7731;-75.8128
180109;San Francisco de Asis de Yarusyacan;Pasco;Pasco;9518;117.7;-10.4914;-76.1964
180110;Simon Bolivar;Pasco;Pasco;11404;697.15;-10.6897;-76.3175
180111;Ticlacayan;Pasco;Pasco;14863;748.43;-10.5344;-76.1625
180112;Tinyahuarco;Pasco;Pasco;6346;94.49;-10.7689;-76.2733
180113;Vicco;Pasco;Pasco;2173;173.3;-10.8414;-76.2375
180114;Yanacancha;Pasco;Pasco;30792;165.11;-10.6689;-76.2556
180201;Yanahuanca;Daniel Alcides Carrion;Pasco;12963;921.06;-10.4925;-76.5169
180202;Chacayan;Daniel Alcides Carrion;Pasco;4439;198.58;-10.435;-76.4383
180203;Goyllarisquizga;Daniel Alcides Carrion;Pasco;4234;23.17;-10.4733;-76.4078
180204;Paucar;Daniel Alcides Carrion;Pasco;1721;134.18;-10.3697;-76.445
180205;San Pedro de Pillao;Daniel Alcides Carrion;Pasco;1883;92.17;-10.4392;-76.4972
180206;Santa Ana de Tusi;Daniel Alcides Carrion;Pasco;23892;353.11;-10.4719;-76.3547
180207;Tapuc;Daniel Alcides Carrion;Pasco;4533;60.19;-10.4558;-76.4617
180208;Vilcabamba;Daniel Alcides Carrion;Pasco;1563;102.35;-10.4789;-76.4492
180301;Oxapampa;Oxapampa;Pasco;14438;419.85;-10.5728;-75.4039
180302;Chontabamba;Oxapampa;Pasco;3598;457.09;-10.6044;-75.4633
180303;Huancabamba;Oxapampa;Pasco;6628;1182.15;-10.4261;-75.5131
180304;Puerto Bermudez;Oxapampa;Pasco;18016;8014.31;-10.2964;-74.9358
180305;Villa Rica;Oxapampa;Pasco;20633;859.23;-10.7364;-75.2722
180306;Pozuzo;Oxapampa;Pasco;9818;750.87;-10.0653;-75.5569
180307;Palcazu;Oxapampa;Pasco;11282;2912.16;-10.1878;-75.1458
180308;Constitución;Oxapampa;Pasco;12105;3171.49;-9.8458;-74.9986
190101;Piura;Piura;Piura;158034;196.15;-5.1942;-80.6289
190103;Castilla;Piura;Piura;147546;656.69;-5.2006;-80.6211
190104;Catacaos;Piura;Piura;74562;2286.97;-5.2697;-80.6764
190105;La Arena;Piura;Piura;38483;171.24;-5.3464;-80.7108
190106;La Union;Piura;Piura;41736;320.9;-5.4031;-80.7433
190107;Las Lomas;Piura;Piura;27290;557.69;-4.6578;-80.2442
190109;Tambo Grande;Piura;Piura;123352;1496.75;-4.9331;-80.3414
190113;Cura Mori;Piura;Piura;19168;217.41;-5.325;-80.6656
190114;El Tallan;Piura;Piura;5215;100.98;-5.4128;-80.68
190201;Ayabaca;Ayabaca;Piura;38963;1549.99;-4.6392;-79.7161
190202;Frias;Ayabaca;Piura;24461;565.31;-4.9342;-79.9431
190203;Lagunas;Ayabaca;Piura;7425;190.82;-4.79;-79.8456
190204;Montero;Ayabaca;Piura;6619;130.57;-4.6303;-79.8275
190205;Pacaipampa;Ayabaca;Piura;25060;981.5;-4.9953;-79.67
190206;Sapillica;Ayabaca;Piura;12442;267.09;-4.7786;-79.9831
190207;Sicchez;Ayabaca;Piura;1829;33.1;-4.5703;-79.765
190208;Suyo;Ayabaca;Piura;12471;1078.61;-4.5139;-80.0031
190209;Jilili;Ayabaca;Piura;2768;104.73;-4.5839;-79.7989
190210;Paimas;Ayabaca;Piura;10504;319.67;-4.6269;-79.9453
190301;Huancabamba;Huancabamba;Piura;30956;446.75;-5.2394;-79.4508
190302;Canchaque;Huancabamba;Piura;8173;306.41;-5.3758;-79.6097
190303;Huarmaca;Huancabamba;Piura;41688;1908.22;-5.5683;-79.5247
190304;Sondor;Huancabamba;Piura;8679;336.53;-5.315;-79.4106
190305;Sondorillo;Huancabamba;Piura;10910;226.09;-5.3394;-79.43
190306;El Carmen de La Frontera;Huancabamba;Piura;14195;702.81;-5.1481;-79.4347
190307;San Miguel de El Faique;Huancabamba;Piura;9067;201.6;-5.4022;-79.6053
190308;Lalaquiz;Huancabamba;Piura;4666;138.95;-5.2128;-79.6783
190401;Chulucanas;Morropon;Piura;76815;842.26;-5.0969;-80.1642
190402;Buenos Aires;Morropon;Piura;8147;245.12;-5.2678;-79.9708
190403;Chalaco;Morropon;Piura;9190;151.96;-5.0417;-79.7958
190404;Morropon;Morropon;Piura;14240;169.96;-5.1861;-79.9717
190405;Salitral;Morropon;Piura;8470;614.03;-5.3419;-79.8319
190406;Santa Catalina de Mossa;Morropon;Piura;4187;76.76;-5.1031;-79.8872
190407;Santo Domingo;Morropon;Piura;7335;187.32;-5.0292;-79.8756
190408;La Matanza;Morropon;Piura;12912;1043.61;-5.2114;-80.0906
190409;Yamango;Morropon;Piura;9715;216.91;-5.1814;-79.7528
190410;San Juan de Bigote;Morropon;Piura;6747;245.21;-5.3189;-79.7875
190501;Paita;Paita;Piura;96707;706.31;-5.0883;-81.1164
190502;Amotape;Paita;Piura;2336;90.82;-4.8822;-81.0178
190503;Arenal;Paita;Piura;1049;8.19;-4.8842;-81.0269
190504;La Huaca;Paita;Piura;11921;599.51;-4.9117;-80.9608
190505;Colan;Paita;Piura;12625;124.93;-4.9092;-81.0572
190506;Tamarindo;Paita;Piura;4632;63.67;-4.8792;-80.9739
190507;Vichayal;Paita;Piura;4901;134.36;-4.8653;-81.0719
190601;Sullana;Sullana;Piura;180896;529.73;-4.9044;-80.7047
190602;Bellavista;Sullana;Piura;38621;3.09;-4.8908;-80.6808
190603;Lancones;Sullana;Piura;13525;2152.99;-4.5767;-80.4778
190604;Marcavelica;Sullana;Piura;29411;1687.98;-4.8814;-80.7061
190605;Miguel Checa;Sullana;Piura;8861;480.26;-4.9025;-80.8169
190606;Querecotillo;Sullana;Piura;25675;270.08;-4.84;-80.6519
190607;Salitral;Sullana;Piura;6834;28.27;-4.8583;-80.6794
190608;Ignacio Escudero;Sullana;Piura;20502;306.53;-4.8458;-80.8747
190701;Pariñas;Talara;Piura;91278;1116.99;-4.5811;-81.2747
190702;El Alto;Talara;Piura;7114;491.33;-4.2697;-81.2239
190703;La Brea;Talara;Piura;11926;692.96;-4.6564;-81.3069
190704;Lobitos;Talara;Piura;1685;233.01;-4.4531;-81.2783
190705;Mancora;Talara;Piura;13045;100.19;-4.1083;-81.0556
190706;Los Organos;Talara;Piura;9510;165.01;-4.1789;-81.1322
190801;Sechura;Sechura;Piura;44407;5710.85;-5.5567;-80.8217
190802;Vice;Sechura;Piura;14475;261.01;-5.4231;-80.7767
190803;Bernal;Sechura;Piura;7477;71.74;-5.4608;-80.7422
190804;Bellavista de La Union;Sechura;Piura;4498;13.88;-5.4394;-80.7547
190805;Cristo Nos Valga;Sechura;Piura;4067;234.37;-5.4939;-80.7414
190806;Rinconada Llicuar;Sechura;Piura;3298;19.44;-5.4572;-80.7614
200101;Puno;Puno;Puno;146095;460.63;-15.8406;-70.0278
200102;Acora;Puno;Puno;28363;1941.09;-15.9736;-69.7978
200103;Atuncolla;Puno;Puno;5778;124.74;-15.6878;-70.1436
200104;Capachica;Puno;Puno;11436;117.06;-15.6431;-69.8303
200105;Coata;Puno;Puno;8265;104.0;-15.5711;-69.9503
200106;Chucuito;Puno;Puno;6807;121.18;-15.8947;-69.8922
200107;Huata;Puno;Puno;10988;130.37;-15.6144;-69.9722
200108;Mañazo;Puno;Puno;5400;410.67;-15.7992;-70.3458
200109;Paucarcolla;Puno;Puno;5254;170.04;-15.7461;-70.0556
200110;Pichacani;Puno;Puno;5298;1633.48;-16.1508;-70.0642
200111;San Antonio;Puno;Puno;4025;376.75;-16.1414;-70.3458
200112;Tiquillaca;Puno;Puno;1725;455.71;-15.7978;-70.1872
200113;Vilque;Puno;Puno;3163;193.29;-15.7661;-70.2594
200114;Plateria;Puno;Puno;7674;238.59;-15.9475;-69.8356
200115;Amantani;Puno;Puno;4538;15.0;-15.6572;-69.7194
200201;Azangaro;Azangaro;Puno;28809;706.13;-14.9083;-70.1969
200202;Achaya;Azangaro;Puno;4619;132.23;-15.2847;-70.1608
200203;Arapa;Azangaro;Puno;7707;329.85;-15.1411;-70.1117
200204;Asillo;Azangaro;Puno;17767;392.38;-14.7864;-70.3544
200205;Caminaca;Azangaro;Puno;3543;146.88;-15.3239;-70.0747
200206;Chupa;Azangaro;Puno;13200;143.21;-15.1069;-69.9861
200207;Jose Domingo Choquehuanca;Azangaro;Puno;5595;69.73;-15.0336;-70.3381
200208;Muñani;Azangaro;Puno;8367;764.49;-14.7689;-69.9528
200210;Potoni;Azangaro;Puno;6586;602.95;-14.3944;-70.1136
200212;Saman;Azangaro;Puno;14541;188.59;-15.2917;-70.0169
200213;San Anton;Azangaro;Puno;10186;514.84;-14.5922;-70.3125
200214;San Jose;Azangaro;Puno;5838;372.73;-14.6817;-70.1606
200215;San Juan de Salinas;Azangaro;Puno;4430;106.0;-14.9911;-70.1056
200216;Santiago de Pupuja;Azangaro;Puno;5400;301.27;-15.0547;-70.2792
200217;Tirapata;Azangaro;Puno;3141;198.73;-14.9544;-70.4028
200301;Macusani;Carabaya;Puno;13291;1029.56;-14.0686;-70.4308
200302;Ajoyani;Carabaya;Puno;2140;413.11;-14.2294;-70.2264
200303;Ayapata;Carabaya;Puno;12540;1091.61;-13.7781;-70.325
200304;Coasa;Carabaya;Puno;16619;3572.92;-13.9853;-70.0197
200305;Corani;Carabaya;Puno;4035;852.99;-13.8686;-70.6042
200306;Crucero;Carabaya;Puno;9497;836.37;-14.3619;-70.025
200307;Ituata;Carabaya;Puno;6501;1200.79;-13.8761;-70.2178
200308;Ollachea;Carabaya;Puno;5765;595.79;-13.7944;-70.4756
200309;San Gaban;Carabaya;Puno;4199;2029.22;-13.4333;-70.3889
200310;Usicayos;Carabaya;Puno;24668;644.04;-14.1256;-69.9672
200401;Juli;Chucuito;Puno;21619;720.38;-16.215;-69.4619
200402;Desaguadero;Chucuito;Puno;32339;178.21;-16.5653;-69.0433
200403;Huacullani;Chucuito;Puno;23781;705.28;-16.6292;-69.325
200406;Pisacoma;Chucuito;Puno;13871;959.34;-16.9092;-69.3736
200407;Pomata;Chucuito;Puno;16206;382.58;-16.2728;-69.2933
200410;Zepita;Chucuito;Puno;19161;546.57;-16.4964;-69.105
200412;Kelluyo;Chucuito;Puno;26051;485.77;-16.7208;-69.2492
200501;Huancane;Huancane;Puno;18727;381.62;-15.2017;-69.7614
200502;Cojata;Huancane;Puno;4501;881.18;-15.0161;-69.3647
200504;Inchupalla;Huancane;Puno;3422;289.03;-15.0089;-69.6822
200506;Pusi;Huancane;Puno;6515;148.42;-15.4419;-69.9294
200507;Rosaspata;Huancane;Puno;5326;301.47;-15.2347;-69.5303
200508;Taraco;Huancane;Puno;14483;198.02;-15.2978;-69.9792
200509;Vilque Chico;Huancane;Puno;8480;499.38;-15.2144;-69.6886
200511;Huatasani;Huancane;Puno;5634;106.73;-15.0589;-69.8042
200601;Lampa;Lampa;Puno;10351;675.82;-15.3636;-70.3653
200602;Cabanilla;Lampa;Puno;5383;443.04;-15.6194;-70.3489
200603;Calapuja;Lampa;Puno;1506;141.3;-15.31;-70.2217
200604;Nicasio;Lampa;Puno;2710;134.35;-15.2361;-70.2622
200605;Ocuviri;Lampa;Puno;3246;878.26;-15.1128;-70.9117
200606;Palca;Lampa;Puno;2871;483.96;-15.235;-70.5992
200607;Paratia;Lampa;Puno;9675;745.08;-15.4539;-70.6008
200608;Pucara;Lampa;Puno;5201;537.6;-15.0419;-70.3689
200609;Santa Lucia;Lampa;Puno;7620;1595.67;-15.6986;-70.6061
200610;Vilavila;Lampa;Puno;4449;156.65;-15.1883;-70.6606
200701;Ayaviri;Melgar;Puno;22568;1013.14;-14.8811;-70.5897
200702;Antauta;Melgar;Puno;4447;636.17;-14.3;-70.295
200703;Cupi;Melgar;Puno;3519;214.25;-14.9058;-70.8683
200704;Llalli;Melgar;Puno;5003;216.36;-14.9339;-70.8792
200705;Macari;Melgar;Puno;8772;673.78;-14.7706;-70.9033
200706;Nuñoa;Melgar;Puno;11106;2200.16;-14.4767;-70.6372
200707;Orurillo;Melgar;Puno;11009;379.05;-14.7261;-70.5133
200708;Santa Rosa;Melgar;Puno;7526;790.38;-14.6072;-70.7872
200709;Umachiri;Melgar;Puno;4504;323.56;-14.8497;-70.7494
200801;Sandia;Sandia;Puno;12478;580.13;-14.3231;-69.4667
200803;Cuyocuyo;Sandia;Puno;4768;503.91;-14.4717;-69.54
200804;Limbani;Sandia;Puno;4422;2112.34;-14.1458;-69.6897
200805;Phara;Sandia;Puno;4905;400.9;-14.1511;-69.6642
200806;Patambuco;Sandia;Puno;3967;462.72;-14.3594;-69.6222
200807;Quiaca;Sandia;Puno;2413;447.9;-14.4253;-69.3417
200808;San Juan del Oro;Sandia;Puno;14201;197.14;-14.2211;-69.1528
200810;Yanahuaya;Sandia;Puno;2244;670.61;-14.2822;-69.1844
200811;Alto Inambari;Sandia;Puno;9765;1124.88;-14.0897;-69.2442
200812;San Pedro de Putina Punco;Sandia;Puno;14560;5361.88;-14.1119;-69.0467
200901;Juliaca;San Roman;Puno;235221;533.5;-15.4939;-70.1356
200902;Cabana;San Roman;Puno;4224;191.23;-15.65;-70.3211
200903;Cabanillas;San Roman;Puno;5459;1267.06;-15.6425;-70.3503
200904;Caracoto;San Roman;Puno;5608;285.87;-15.5683;-70.1022
201001;Yunguyo;Yunguyo;Puno;27385;170.59;-16.2469;-69.095
201002;Unicachi;Yunguyo;Puno;3889;11.1;-16.2239;-68.9761
201003;Anapia;Yunguyo;Puno;3376;9.54;-16.3133;-68.8539
201004;Copani;Yunguyo;Puno;5040;47.37;-16.3989;-69.0439
201005;Cuturapi;Yunguyo;Puno;1245;21.74;-16.2706;-69.1781
201006;Ollaraya;Yunguyo;Puno;5376;23.67;-16.2308;-68.9981
201007;Tinicachi;Yunguyo;Puno;1629;6.2;-16.1967;-68.9603
201101;Putina;San Antonio de Putina;Puno;27607;1021.92;-14.9003;-69.8619
201102;Pedro Vilca Apaza;San Antonio de Putina;Puno;3054;565.81;-15.0592;-69.8897
201103;Quilcapuncu;San Antonio de Putina;Puno;5929;516.66;-14.8964;-69.7344
201104;Ananea;San Antonio de Putina;Puno;33728;939.56;-14.6786;-69.5333
201105;Sina;San Antonio de Putina;Puno;1761;163.43;-14.49;-69.2817
201201;Ilave;El Collao;Puno;59120;874.57;-16.0867;-69.6386
201202;Pilcuyo;El Collao;Puno;13172;157.0;-16.11;-69.5547
201203;Santa Rosa;El Collao;Puno;7989;2524.02;-16.7414;-69.7175
201204;Capazo;El Collao;Puno;2351;1039.25;-17.1828;-69.7439
201205;Conduriri;El Collao;Puno;4496;1005.67;-16.6156;-69.7025
201301;Moho;Moho;Puno;16058;494.36;-15.36;-69.5
201302;Conima;Moho;Puno;3064;72.95;-15.4572;-69.4375
201303;Tilali;Moho;Puno;2769;48.15;-15.5192;-69.3456
201304;Huayrapata;Moho;Puno;4282;388.35;-15.3211;-69.3494
210101;Moyobamba;Moyobamba;San Martin;87833;2737.57;-6.0283;-76.9719
210102;Calzada;Moyobamba;San Martin;4435;95.38;-6.0319;-77.0675
210103;Habana;Moyobamba;San Martin;2078;91.25;-6.0808;-77.0928
210104;Jepelacio;Moyobamba;San Martin;22049;360.03;-6.1081;-76.9161
210105;Soritor;Moyobamba;San Martin;35837;387.76;-6.1408;-77.105
210106;Yantalo;Moyobamba;San Martin;3536;100.32;-5.9747;-77.0225
210201;Saposoa;Huallaga;San Martin;11436;545.43;-6.9339;-76.7733
210202;Piscoyacu;Huallaga;San Martin;3958;184.87;-6.9831;-76.7647
210203;Sacanche;Huallaga;San Martin;2602;143.15;-7.07;-76.7136
210204;Tingo de Saposoa;Huallaga;San Martin;661;37.29;-7.0936;-76.6417
210205;Alto Saposoa;Huallaga;San Martin;3296;1347.34;-6.7658;-76.8139
210206;El Eslabon;Huallaga;San Martin;3965;122.77;-7.0031;-76.7436
210301;Lamas;Lamas;San Martin;12528;79.82;-6.4217;-76.5211
210303;Barranquita;Lamas;San Martin;5140;1065.12;-6.2517;-76.0331
210304;Caynarachi;Lamas;San Martin;8040;1678.69;-6.3306;-76.2836
210305;Cuñumbuqui;Lamas;San Martin;4815;191.46;-6.5089;-76.4803
210306;Pinto Recodo;Lamas;San Martin;11115;524.07;-6.3794;-76.6033
210307;Rumisapa;Lamas;San Martin;2514;39.19;-6.4486;-76.4722
210311;Shanao;Lamas;San Martin;3659;24.59;-6.41;-76.5939
210313;Tabalosos;Lamas;San Martin;13492;485.25;-6.3856;-76.6333
210314;Zapatero;Lamas;San Martin;4823;175.0;-6.5308;-76.4911
210315;Alonso de Alvarado;Lamas;San Martin;19886;294.2;-6.35;-76.77
210316;San Roque de Cumbaza;Lamas;San Martin;1466;525.15;-6.3864;-76.4419
210401;Juanjui;Mariscal Caceres;San Martin;26662;335.19;-7.1819;-76.7317
210402;Campanilla;Mariscal Caceres;San Martin;7672;2249.83;-7.4814;-76.6528
210403;Huicungo;Mariscal Caceres;San Martin;6630;9830.17;-7.3272;-76.7783
210404;Pachiza;Mariscal Caceres;San Martin;4205;1839.51;-7.2975;-76.7739
210405;Pajarillo;Mariscal Caceres;San Martin;6192;244.03;-7.1789;-76.6881
210501;Rioja;Rioja;San Martin;24222;185.69;-6.0589;-77.1669
210502;Posic;Rioja;San Martin;1706;54.65;-6.0139;-77.1636
210503;Yorongos;Rioja;San Martin;3741;74.53;-6.1356;-77.1447
210504;Yuracyacu;Rioja;San Martin;3914;13.74;-5.9278;-77.2269
210505;Nueva Cajamarca;Rioja;San Martin;47637;330.31;-5.94;-77.3083
210506;Elias Soplin Vargas;Rioja;San Martin;13897;199.64;-5.9908;-77.2781
210507;San Fernando;Rioja;San Martin;3360;63.53;-5.9019;-77.27
210508;Pardo Miguel;Rioja;San Martin;23572;1131.87;-5.7381;-77.5025
210509;Awajun;Rioja;San Martin;12342;481.08;-5.8139;-77.3822
210601;Tarapoto;San Martin;San Martin;75656;67.81;-6.4969;-76.3664
210602;Alberto Leveau;San Martin;San Martin;645;268.4;-6.6633;-76.2878
210604;Cacatachi;San Martin;San Martin;3466;75.36;-6.4619;-76.4514
210606;Chazuta;San Martin;San Martin;8206;966.38;-6.5739;-76.0931
210607;Chipurana;San Martin;San Martin;1818;500.44;-6.3539;-75.7411
